postal_code,kode_wilayah_concat,kode_provinsi,kode_kota_kabupaten,kode_kecamatan,kode_kelurahan
40624,3204052004,32,4,5,2004
41115,3214162004,32,14,16,2004
45164,3209282001,32,9,28,2001
45581,3208062012,32,8,6,2012
46193,3206052008,32,6,5,2008
45552,3208181001,32,8,18,1001
45170,3209382005,32,9,38,2005
45460,3210262010,32,10,26,2010
45218,3212152014,32,12,15,2014
43358,3202172002,32,2,17,2002
46472,3206142010,32,6,14,2010
43151,3202322005,32,2,32,2005
43287,3203092002,32,3,9,2002
43368,3202192003,32,2,19,2003
46418,3206232006,32,6,23,2006
45159,3209192006,32,9,19,2006
16310,3201122001,32,1,12,2001
40377,3204132006,32,4,13,2006
45451,3210242008,32,10,24,2008
40521,3277021001,32,77,2,1001
43283,3203062002,32,3,6,2002
46153,3206322013,32,6,32,2013
46199,3206212003,32,6,21,2003
16350,3201182008,32,1,18,2008
16161,3271061001,32,71,6,1001
46211,3207012012,32,7,1,2012
16812,3201172011,32,1,17,2011
44175,3205272004,32,5,27,2004
40921,3204112007,32,4,11,2007
43276,3203222005,32,3,22,2005
45475,3210192001,32,10,19,2001
41354,3215082001,32,15,8,2001
45188,3209022014,32,9,2,2014
46252,3207112002,32,7,11,2002
45381,3211082009,32,11,8,2009
17411,3275081007,32,75,8,1007
45652,3209162003,32,9,16,2003
43361,3202022004,32,2,2,2004
45184,3209342008,32,9,34,2008
45517,3208091007,32,8,9,1007
16660,3201222008,32,1,22,2008
16920,3201132003,32,1,13,2003
40553,3217082002,32,17,8,2002
45267,3212192001,32,12,19,2001
45467,3210232009,32,10,23,2009
45556,3208322003,32,8,32,2003
43357,3202132001,32,2,13,2001
45455,3210172007,32,10,17,2007
46391,3218052010,32,18,5,2010
43134,3272041003,32,72,4,1003
17143,3275061002,32,75,6,1002
16831,3201092007,32,1,9,2007
43166,3272051002,32,72,5,1002
45253,3212172007,32,12,17,2007
40564,3217122003,32,17,12,2003
43154,3202312009,32,2,31,2009
41371,3215052002,32,15,5,2002
41270,3213272005,32,13,27,2005
41352,3215062004,32,15,6,2004
41362,3215022003,32,15,2,2003
16830,3201062006,32,1,6,2006
46255,3207102006,32,7,10,2006
44165,3205312012,32,5,31,2012
45475,3210192012,32,10,19,2012
46194,3206042008,32,6,4,2008
41353,3215102018,32,15,10,2018
43276,3203222018,32,3,22,2018
46462,3206252003,32,6,25,2003
43351,3202112006,32,2,11,2006
46384,3218072003,32,18,7,2003
45575,3208302009,32,8,30,2009
45160,3209172012,32,9,17,2012
43142,3272031005,32,72,3,1005
46191,3278071008,32,78,7,1008
45611,3209152001,32,9,15,2001
46413,3206242010,32,6,24,2010
45180,3209012010,32,9,1,2010
45557,3208222010,32,8,22,2010
41360,3215032001,32,15,3,2001
16650,3201212003,32,1,21,2003
40121,3273141003,32,73,14,1003
45584,3208292008,32,8,29,2008
41358,3215072002,32,15,7,2002
41257,3213182008,32,13,18,2008
45282,3212112010,32,12,11,2010
45475,3210192011,32,10,19,2011
43191,3202362006,32,2,36,2006
41351,3215222004,32,15,22,2004
45191,3209052008,32,9,5,2008
45272,3212062018,32,12,6,2018
45181,3209102012,32,9,10,2012
16811,3201032014,32,1,3,2014
40535,3277011002,32,77,1,1002
40242,3273101004,32,73,10,1004
45280,3212282004,32,12,28,2004
41253,3213082002,32,13,8,2002
43354,3202182002,32,2,18,2002
44181,3205192018,32,5,19,2018
43179,3202242002,32,2,24,2002
45466,3210032005,32,10,3,2005
46175,3206352007,32,6,35,2007
45595,3208112001,32,8,11,2001
45353,3211222002,32,11,22,2002
40391,3217012008,32,17,1,2008
41252,3213282004,32,13,28,2004
43252,3203112007,32,3,11,2007
44163,3205202016,32,5,20,2016
41162,3214042012,32,14,4,2012
43272,3203212010,32,3,21,2010
46151,3278041004,32,78,4,1004
17145,3275021005,32,75,2,1005
16812,3201172005,32,1,17,2005
46261,3207022014,32,7,2,2014
45586,3208032004,32,8,3,2004
45551,3208132007,32,8,13,2007
45582,3208242010,32,8,24,2010
40973,3204392006,32,4,39,2006
43212,3203011007,32,3,1,1007
17610,3216021007,32,16,2,1007
41372,3215162002,32,15,16,2002
43261,3203272008,32,3,27,2008
45565,3208022007,32,8,2,2007
17330,3216212002,32,16,21,2002
45470,3210082016,32,10,8,2016
46397,3218082006,32,18,8,2006
46185,3206062006,32,6,6,2006
16120,3201332001,32,1,33,2001
43173,3202372003,32,2,37,2003
40214,3273151005,32,73,15,1005
16340,3201112008,32,1,11,2008
46383,3207182016,32,7,18,2016
45461,3210062012,32,10,6,2012
45464,3210022008,32,10,2,2008
40565,3217152005,32,17,15,2005
16711,3201042004,32,1,4,2004
45465,3210012003,32,10,1,2003
45454,3210112015,32,10,11,2015
17330,3216212006,32,16,21,2006
45376,3211022003,32,11,2,2003
45460,3210262011,32,10,26,2011
17540,3216122005,32,16,12,2005
43262,3203032007,32,3,3,2007
45594,3208272006,32,8,27,2006
46186,3206022011,32,6,2,2011
46263,3207072006,32,7,7,2006
17415,3275121002,32,75,12,1002
43291,3203122004,32,3,12,2004
44188,3205142004,32,5,14,2004
45253,3212202003,32,12,20,2003
16453,3276021008,32,76,2,1008
45170,3209382003,32,9,38,2003
16840,3201082005,32,1,8,2005
46182,3278051010,32,78,5,1010
17610,3216022005,32,16,2,2005
46463,3206272010,32,6,27,2010
46386,3207302011,32,7,30,2011
45168,3209352004,32,9,35,2004
45188,3209022012,32,9,2,2012
45473,3210102006,32,10,10,2006
16630,3201162006,32,1,16,2006
40567,3217112008,32,17,11,2008
16661,3201352008,32,1,35,2008
16371,3201402002,32,1,40,2002
41373,3215132007,32,15,13,2007
46383,3207182013,32,7,18,2013
45362,3211112012,32,11,11,2012
40273,3273121003,32,73,12,1003
45468,3210222012,32,10,22,2012
45222,3212162007,32,12,16,2007
43268,3203172009,32,3,17,2009
40514,3277031001,32,77,3,1001
45575,3208302011,32,8,30,2011
41151,3214122008,32,14,12,2008
45475,3210192009,32,10,19,2009
45453,3210122010,32,10,12,2010
16117,3271041016,32,71,4,1016
40511,3277031004,32,77,3,1004
41167,3214052001,32,14,5,2001
43272,3203212001,32,3,21,2001
43173,3202372002,32,2,37,2002
40384,3204362007,32,4,36,2007
44183,3205412004,32,5,41,2004
43265,3203162005,32,3,16,2005
45558,3208142010,32,8,14,2010
40378,3204152005,32,4,15,2005
16840,3201082004,32,1,8,2004
46263,3207072011,32,7,7,2011
46187,3206012011,32,6,1,2011
43368,3202192006,32,2,19,2006
46394,3218022005,32,18,2,2005
45373,3211012003,32,11,1,2003
41163,3214062006,32,14,6,2006
41316,3215011005,32,15,1,1005
41164,3214112012,32,14,11,2012
44151,3205042011,32,5,4,2011
40172,3273061002,32,73,6,1002
43173,3202372005,32,2,37,2005
46211,3207011001,32,7,1,1001
16122,3271031002,32,71,3,1002
40914,3204372020,32,4,37,2020
43267,3203322007,32,3,32,2007
41270,3213272001,32,13,27,2001
45252,3212182011,32,12,18,2011
46188,3206102004,32,6,10,2004
44189,3205132006,32,5,13,2006
41363,3215042003,32,15,4,2003
44152,3205092007,32,5,9,2007
45588,3208282006,32,8,28,2006
16811,3201032005,32,1,3,2005
41257,3213182007,32,13,18,2007
41257,3213182001,32,13,18,2001
45283,3212102013,32,12,10,2013
46255,3207102016,32,7,10,2016
45284,3212092009,32,12,9,2009
45595,3208112006,32,8,11,2006
41163,3214062004,32,14,6,2004
45377,3211262011,32,11,26,2011
46380,3207352002,32,7,35,2002
17111,3275011004,32,75,1,1004
44164,3205332011,32,5,33,2011
46334,3279032003,32,79,3,2003
43275,3203232009,32,3,23,2009
45165,3209292001,32,9,29,2001
40296,3273291001,32,73,29,1001
44150,3205051002,32,5,5,1002
46253,3207092005,32,7,9,2005
40191,3204061002,32,4,6,1002
45453,3210122013,32,10,12,2013
17540,3216122003,32,16,12,2003
46216,3207011006,32,7,1,1006
16812,3201172004,32,1,17,2004
17720,3216162001,32,16,16,2001
44192,3205112001,32,5,11,2001
45474,3210212004,32,10,21,2004
45554,3208122009,32,8,12,2009
44162,3205172016,32,5,17,2016
40384,3204362008,32,4,36,2008
41370,3215212007,32,15,21,2007
41386,3215152012,32,15,15,2012
45321,3211181003,32,11,18,1003
41182,3214142003,32,14,14,2003
40272,3273121005,32,73,12,1005
17320,3216182010,32,16,18,2010
46312,3279012003,32,79,1,2003
45252,3212182010,32,12,18,2010
44188,3205142002,32,5,14,2002
46196,3278061008,32,78,6,1008
41353,3215102017,32,15,10,2017
45575,3208302001,32,8,30,2001
16770,3201262002,32,1,26,2002
45267,3212192005,32,12,19,2005
45382,3211242002,32,11,24,2002
40375,3204342002,32,4,34,2002
45583,3208042011,32,8,4,2011
41382,3215182012,32,15,18,2012
46255,3207102007,32,7,10,2007
43181,3202412006,32,2,41,2006
17720,3216162004,32,16,16,2004
16630,3201162014,32,1,16,2014
40238,3273171006,32,73,17,1006
17534,3216092009,32,16,9,2009
16135,3271011007,32,71,1,1007
45188,3209022016,32,9,2,2016
45361,3211162002,32,11,16,2002
45185,3209082007,32,9,8,2007
16730,3201272004,32,1,27,2004
45151,3209212005,32,9,21,2005
45265,3212022005,32,12,2,2005
16650,3201212004,32,1,21,2004
45371,3211062012,32,11,6,2012
40567,3217112010,32,17,11,2010
46419,3206392001,32,6,39,2001
40567,3217112002,32,17,11,2002
41353,3215102001,32,15,10,2001
43275,3203232004,32,3,23,2004
43354,3202182001,32,2,18,2001
41373,3215132002,32,15,13,2002
45188,3209022008,32,9,2,2008
43178,3202462003,32,2,46,2003
45180,3209012009,32,9,1,2009
46254,3207132011,32,7,13,2011
46418,3206232007,32,6,23,2007
46415,3206312008,32,6,31,2008
45282,3212112007,32,12,11,2007
43266,3203322002,32,3,32,2002
44152,3205092008,32,5,9,2008
45186,3209062013,32,9,6,2013
43265,3203162003,32,3,16,2003
46464,3206282006,32,6,28,2006
46185,3206062003,32,6,6,2003
46396,3218092002,32,18,9,2002
16750,3201252006,32,1,25,2006
46387,3207152009,32,7,15,2009
40383,3204352002,32,4,35,2002
45153,3209202005,32,9,20,2005
40256,3273211002,32,73,21,1002
46465,3206302002,32,6,30,2002
17112,3275011001,32,75,1,1001
45564,3208262001,32,8,26,2001
43253,3203102003,32,3,10,2003
16120,3201332007,32,1,33,2007
16660,3201222010,32,1,22,2010
40215,3204102001,32,4,10,2001
41266,3213222003,32,13,22,2003
45562,3208172007,32,8,17,2007
43254,3203132004,32,3,13,2004
44182,3205022019,32,5,2,2019
43352,3202122009,32,2,12,2009
43111,3272021003,32,72,2,1003
46386,3207302003,32,7,30,2003
44165,3205312007,32,5,31,2007
46198,3206202001,32,6,20,2001
43186,3202452001,32,2,45,2001
17620,3216032003,32,16,3,2003
46387,3207152008,32,7,15,2008
44188,3205142005,32,5,14,2005
45184,3209342002,32,9,34,2002
45581,3208062002,32,8,6,2002
16158,3271051003,32,71,5,1003
41172,3214102005,32,14,10,2005
45185,3209082010,32,9,8,2010
43179,3202241013,32,2,24,1013
43154,3202312008,32,2,31,2008
16820,3201072009,32,1,7,2009
45311,3211171003,32,11,17,1003
40554,3217072008,32,17,7,2008
45360,3211152003,32,11,15,2003
41255,3213302003,32,13,30,2003
43362,3202092012,32,2,9,2012
16456,3276101002,32,76,10,1002
45160,3209172015,32,9,17,2015
41375,3215142007,32,15,14,2007
44160,3205072013,32,5,7,2013
43292,3203082005,32,3,8,2005
45131,3274051005,32,74,5,1005
45352,3211212008,32,11,21,2008
45265,3212022008,32,12,2,2008
45254,3212212009,32,12,21,2009
45271,3212072014,32,12,7,2014
16811,3201032008,32,1,3,2008
41288,3213232005,32,13,23,2005
43274,3203242004,32,3,24,2004
17532,3216192004,32,16,19,2004
46476,3206112004,32,6,11,2004
16113,3271041010,32,71,4,1010
43196,3202392002,32,2,39,2002
41166,3214072004,32,14,7,2004
44183,3205412001,32,5,41,2001
43351,3202112002,32,2,11,2002
43363,3202042007,32,2,4,2007
16519,3276031001,32,76,3,1001
46175,3206352008,32,6,35,2008
41119,3214011006,32,14,1,1006
45466,3210032014,32,10,3,2014
46122,3278011004,32,78,1,1004
40561,3217092002,32,17,9,2002
43263,3203152009,32,3,15,2009
43286,3203262003,32,3,26,2003
45460,3210262006,32,10,26,2006
45573,3208312009,32,8,31,2009
16610,3201292004,32,1,29,2004
44166,3205362004,32,5,36,2004
45551,3208132015,32,8,13,2015
16670,3201192008,32,1,19,2008
16841,3201362007,32,1,36,2007
16640,3201142011,32,1,14,2011
16320,3201372006,32,1,37,2006
17330,3216212008,32,16,21,2008
16310,3201122004,32,1,12,2004
45167,3209262004,32,9,26,2004
43145,3272031003,32,72,3,1003
44175,3205272002,32,5,27,2002
16750,3201252003,32,1,25,2003
17532,3216192003,32,16,19,2003
45467,3210232003,32,10,23,2003
46187,3206012003,32,6,1,2003
41282,3213012010,32,13,1,2010
44113,3205011011,32,5,1,1011
43151,3202322006,32,2,32,2006
46415,3206312002,32,6,31,2002
45158,3209182003,32,9,18,2003
44167,3205372001,32,5,37,2001
40171,3273061004,32,73,6,1004
45465,3210012013,32,10,1,2013
16812,3201172003,32,1,17,2003
40115,3273091003,32,73,9,1003
46254,3207132004,32,7,13,2004
41364,3215282002,32,15,28,2002
46153,3206322001,32,6,32,2001
44170,3205242008,32,5,24,2008
16640,3201142004,32,1,14,2004
41254,3213212003,32,13,21,2003
45371,3211062015,32,11,6,2015
45556,3208322002,32,8,32,2002
41255,3213302002,32,13,30,2002
45457,3210142013,32,10,14,2013
16454,3276021007,32,76,2,1007
43352,3202122012,32,2,12,2012
45461,3210062007,32,10,6,2007
46199,3206212004,32,6,21,2004
46191,3278071005,32,78,7,1005
43262,3203032015,32,3,3,2015
45377,3211262003,32,11,26,2003
46157,3206372004,32,6,37,2004
43182,3202422005,32,2,42,2005
41252,3213282002,32,13,28,2002
40212,3273151004,32,73,15,1004
45468,3210222002,32,10,22,2002
16840,3201082010,32,1,8,2010
44151,3205041012,32,5,4,1012
45453,3210122007,32,10,12,2007
43155,3202282007,32,2,28,2007
44186,3205382010,32,5,38,2010
44162,3205172011,32,5,17,2011
40565,3217152009,32,17,15,2009
44186,3205382007,32,5,38,2007
45217,3212142006,32,12,14,2006
43260,3203022018,32,3,2,2018
45155,3209312004,32,9,31,2004
43365,3202032001,32,2,3,2001
45180,3209012015,32,9,1,2015
45581,3208062008,32,8,6,2008
44163,3205202001,32,5,20,2001
43152,3202292009,32,2,29,2009
41282,3213012009,32,13,1,2009
46384,3218072010,32,18,7,2010
40562,3217102008,32,17,10,2008
41350,3215302005,32,15,30,2005
43273,3203302005,32,3,30,2005
17133,3275061004,32,75,6,1004
41264,3213112002,32,13,11,2002
45476,3210202008,32,10,20,2008
43359,3202162005,32,2,16,2005
43365,3202032007,32,2,3,2007
45363,3211052007,32,11,5,2007
45418,3210071008,32,10,7,1008
41116,3214152003,32,14,15,2003
44170,3205242001,32,5,24,2001
45356,3211192006,32,11,19,2006
43184,3202432002,32,2,43,2002
45185,3209082004,32,9,8,2004
40198,3204062008,32,4,6,2008
44162,3205172006,32,5,17,2006
45415,3210071010,32,10,7,1010
44193,3205402005,32,5,40,2005
44116,3205182003,32,5,18,2003
43253,3203102001,32,3,10,2001
41172,3214102008,32,14,10,2008
43193,3202352002,32,2,35,2002
45261,3212052006,32,12,5,2006
41162,3214042005,32,14,4,2005
45555,3208232005,32,8,23,2005
46387,3207152004,32,7,15,2004
46261,3207022017,32,7,2,2017
44182,3205022020,32,5,2,2020
45281,3212122001,32,12,12,2001
40558,3217052011,32,17,5,2011
44115,3205422001,32,5,42,2001
17720,3216162006,32,16,16,2006
43151,3202322004,32,2,32,2004
44193,3205402002,32,5,40,2002
43183,3202442005,32,2,44,2005
17630,3216142005,32,16,14,2005
43366,3202052010,32,2,5,2010
17540,3216122006,32,16,12,2006
46380,3207352006,32,7,35,2006
16120,3201332006,32,1,33,2006
46192,3206182005,32,6,18,2005
45392,3211102011,32,11,10,2011
41164,3214112006,32,14,11,2006
43143,3272031001,32,72,3,1001
45161,3209372005,32,9,37,2005
45582,3208242007,32,8,24,2007
16630,3201162012,32,1,16,2012
45143,3274031002,32,74,3,1002
43359,3202162003,32,2,16,2003
46255,3207102001,32,7,10,2001
45227,3212292003,32,12,29,2003
43262,3203032011,32,3,3,2011
41382,3215182014,32,15,18,2014
45551,3208132019,32,8,13,2019
45363,3211052002,32,11,5,2002
45611,3209151004,32,9,15,1004
41256,3213092001,32,13,9,2001
45595,3208112012,32,8,11,2012
40377,3204132008,32,4,13,2008
41362,3215022002,32,15,2,2002
45190,3209302008,32,9,30,2008
41166,3214072003,32,14,7,2003
45652,3209162013,32,9,16,2013
46418,3206232005,32,6,23,2005
43271,3203202013,32,3,20,2013
43179,3202242010,32,2,24,2010
43352,3202122010,32,2,12,2010
40195,3273301002,32,73,30,1002
45461,3210062004,32,10,6,2004
45150,3209392010,32,9,39,2010
16371,3201402005,32,1,40,2005
17435,3275101002,32,75,10,1002
16720,3201242013,32,1,24,2013
16750,3201252009,32,1,25,2009
16810,3201052009,32,1,5,2009
45186,3209062006,32,9,6,2006
40554,3217072006,32,17,7,2006
40214,3273151008,32,73,15,1008
45587,3208052008,32,8,5,2008
46472,3206142012,32,6,14,2012
40553,3217082004,32,17,8,2004
41377,3215292005,32,15,29,2005
43367,3202062008,32,2,6,2008
45466,3210032008,32,10,3,2008
45554,3208122007,32,8,12,2007
45392,3211102009,32,11,10,2009
41115,3214011002,32,14,1,1002
43156,3202272005,32,2,27,2005
45376,3211022005,32,11,2,2005
41250,3213242004,32,13,24,2004
45551,3208132018,32,8,13,2018
16370,3201232003,32,1,23,2003
45285,3212142009,32,12,14,2009
45476,3210201005,32,10,20,1005
45184,3209342005,32,9,34,2005
16436,3276071004,32,76,7,1004
45266,3212012016,32,12,1,2016
45463,3210042013,32,10,4,2013
40374,3204172007,32,4,17,2007
16620,3201152013,32,1,15,2013
16426,3276061003,32,76,6,1003
43286,3203262007,32,3,26,2007
41385,3215202014,32,15,20,2014
46397,3218082007,32,18,8,2007
16770,3201262004,32,1,26,2004
40554,3217072004,32,17,7,2004
45576,3208212010,32,8,21,2010
46472,3206142005,32,6,14,2005
45573,3208312007,32,8,31,2007
45283,3212102012,32,12,10,2012
46461,3206262003,32,6,26,2003
45131,3274051001,32,74,5,1001
45154,3209362004,32,9,36,2004
16630,3201162002,32,1,16,2002
40396,3204272009,32,4,27,2009
16330,3201102009,32,1,10,2009
41174,3214092005,32,14,9,2005
43170,3202212013,32,2,21,2013
44176,3205292009,32,5,29,2009
43156,3202272006,32,2,27,2006
45187,3209322007,32,9,32,2007
43185,3202232006,32,2,23,2006
45376,3211022004,32,11,2,2004
43161,3272051004,32,72,5,1004
41115,3214162010,32,14,16,2010
46396,3218092008,32,18,9,2008
41151,3214122001,32,14,12,2001
16116,3271041005,32,71,4,1005
16116,3271041004,32,71,4,1004
41272,3213202004,32,13,20,2004
41211,3213031001,32,13,3,1001
44173,3205252002,32,5,25,2002
45463,3210042016,32,10,4,2016
45464,3210022017,32,10,2,2017
40261,3273131007,32,73,13,1007
43179,3202242001,32,2,24,2001
40215,3273151006,32,73,15,1006
41152,3214032004,32,14,3,2004
45559,3208192009,32,8,19,2009
46156,3206362005,32,6,36,2005
45375,3211042003,32,11,4,2003
16620,3201152003,32,1,15,2003
45182,3209112007,32,9,11,2007
41113,3214011005,32,14,1,1005
43263,3203152005,32,3,15,2005
43272,3203212004,32,3,21,2004
16423,3276061004,32,76,6,1004
40239,3204122004,32,4,12,2004
44164,3205332003,32,5,33,2003
43276,3203222014,32,3,22,2014
17530,3216082011,32,16,8,2011
43358,3202172001,32,2,17,2001
46254,3207132010,32,7,13,2010
41364,3215282007,32,15,28,2007
46271,3207032005,32,7,3,2005
43282,3203052009,32,3,5,2009
45458,3210152007,32,10,15,2007
40913,3204372002,32,4,37,2002
46195,3206032013,32,6,3,2013
40395,3204252008,32,4,25,2008
45353,3211222008,32,11,22,2008
45562,3208172015,32,8,17,2015
16517,3276111003,32,76,11,1003
40552,3217062010,32,17,6,2010
41258,3213152007,32,13,15,2007
45458,3210152002,32,10,15,2002
41251,3213072019,32,13,7,2019
45372,3211032011,32,11,3,2011
43173,3202372001,32,2,37,2001
44167,3205372006,32,5,37,2006
44185,3205122002,32,5,12,2002
46476,3206112010,32,6,11,2010
43285,3203042004,32,3,4,2004
41265,3213102008,32,13,10,2008
41376,3215252003,32,15,25,2003
17131,3275061003,32,75,6,1003
40378,3204152007,32,4,15,2007
40625,3204052006,32,4,5,2006
17510,3216062002,32,16,6,2002
46181,3278081005,32,78,8,1005
45371,3211062010,32,11,6,2010
45563,3208202008,32,8,20,2008
45556,3208322010,32,8,32,2010
43216,3203011008,32,3,1,1008
46392,3218042002,32,18,4,2002
46380,3207352004,32,7,35,2004
44161,3205082010,32,5,8,2010
45583,3208042010,32,8,4,2010
46261,3207022012,32,7,2,2012
46272,3207142001,32,7,14,2001
41152,3214032003,32,14,3,2003
16710,3201322003,32,1,32,2003
16115,3271041006,32,71,4,1006
16661,3201352011,32,1,35,2011
45583,3208042007,32,8,4,2007
43358,3202172003,32,2,17,2003
44176,3205292003,32,5,29,2003
41287,3213262002,32,13,26,2002
43152,3202292013,32,2,29,2013
43171,3202082001,32,2,8,2001
43292,3203082007,32,3,8,2007
45260,3212262003,32,12,26,2003
44150,3205052007,32,5,5,2007
45171,3209142006,32,9,14,2006
41261,3213062002,32,13,6,2002
16640,3201142003,32,1,14,2003
45172,3209132012,32,9,13,2012
45470,3210082010,32,10,8,2010
16414,3276081002,32,76,8,1002
45392,3211102003,32,11,10,2003
45255,3212222008,32,12,22,2008
43152,3202292012,32,2,29,2012
45154,3209362010,32,9,36,2010
16418,3276051005,32,76,5,1005
17356,3216232001,32,16,23,2001
43364,3202011001,32,2,1,1001
45267,3212192006,32,12,19,2006
45561,3208012012,32,8,1,2012
40921,3204112008,32,4,11,2008
16831,3201092009,32,1,9,2009
46463,3206272006,32,6,27,2006
40383,3204352001,32,4,35,2001
17330,3216212007,32,16,21,2007
45464,3210022013,32,10,2,2013
44188,3205142003,32,5,14,2003
16920,3201132004,32,1,13,2004
43177,3202222006,32,2,22,2006
43211,3203012004,32,3,1,2004
46263,3207072002,32,7,7,2002
17424,3275091004,32,75,9,1004
41371,3215052005,32,15,5,2005
45461,3210062006,32,10,6,2006
41271,3213042006,32,13,4,2006
45588,3208282005,32,8,28,2005
43261,3203272007,32,3,27,2007
45381,3211082005,32,11,8,2005
41360,3215032012,32,15,3,2012
46384,3218072013,32,18,7,2013
16455,3276101004,32,76,10,1004
40911,3204372001,32,4,37,2001
45594,3208272003,32,8,27,2003
45154,3209362009,32,9,36,2009
44186,3205382012,32,5,38,2012
41364,3215282001,32,15,28,2001
40218,3204102005,32,4,10,2005
45381,3211082007,32,11,8,2007
45353,3211222005,32,11,22,2005
45468,3210222006,32,10,22,2006
45362,3211112003,32,11,11,2003
44164,3205332002,32,5,33,2002
46365,3218102006,32,18,10,2006
45266,3212012011,32,12,1,2011
45476,3210202002,32,10,20,2002
44161,3205082007,32,5,8,2007
40214,3204102006,32,4,10,2006
40556,3217042005,32,17,4,2005
16710,3201322008,32,1,32,2008
46198,3206202002,32,6,20,2002
45191,3209052007,32,9,5,2007
43358,3202172007,32,2,17,2007
43252,3203112015,32,3,11,2015
17720,3216162002,32,16,16,2002
45594,3208272005,32,8,27,2005
41167,3214052005,32,14,5,2005
45592,3208212002,32,8,21,2002
45652,3209162002,32,9,16,2002
45360,3211152005,32,11,15,2005
41374,3215242007,32,15,24,2007
45591,3208102012,32,8,10,2012
45113,3274021001,32,74,2,1001
43262,3203032003,32,3,3,2003
43283,3203062012,32,3,6,2012
45460,3210262001,32,10,26,2001
43133,3272041001,32,72,4,1001
40391,3217012015,32,17,1,2015
46384,3218072011,32,18,7,2011
46466,3206292002,32,6,29,2002
46385,3207172011,32,7,17,2011
46388,3207162005,32,7,16,2005
40243,3273101006,32,73,10,1006
41261,3213062010,32,13,6,2010
40385,3204302005,32,4,30,2005
45573,3208312006,32,8,31,2006
45561,3208012005,32,8,1,2005
16136,3271011006,32,71,1,1006
45258,3212172001,32,12,17,2001
46391,3218052003,32,18,5,2003
43271,3203202003,32,3,20,2003
17720,3216162005,32,16,16,2005
45270,3212302012,32,12,30,2012
17534,3216092011,32,16,9,2011
45164,3209282014,32,9,28,2014
41270,3213272002,32,13,27,2002
45364,3211142003,32,11,14,2003
45462,3210052004,32,10,5,2004
41281,3213122011,32,13,12,2011
41356,3215112003,32,15,11,2003
43170,3202212016,32,2,21,2016
45392,3211102007,32,11,10,2007
45376,3211022009,32,11,2,2009
41385,3215202011,32,15,20,2011
40523,3277021003,32,77,2,1003
43211,3203012001,32,3,1,2001
45187,3209322003,32,9,32,2003
43179,3202242012,32,2,24,2012
16311,3201342001,32,1,34,2001
45273,3212132009,32,12,13,2009
41211,3213031004,32,13,3,1004
45462,3210052007,32,10,5,2007
46151,3278091005,32,78,9,1005
45381,3211082008,32,11,8,2008
16620,3201152004,32,1,15,2004
41211,3213031003,32,13,3,1003
41384,3215232008,32,15,23,2008
40394,3204282001,32,4,28,2001
44151,3205042006,32,5,4,2006
17610,3216021006,32,16,2,1006
46186,3206022001,32,6,2,2001
16511,3276031011,32,76,3,1011
41352,3215062003,32,15,6,2003
16120,3201332009,32,1,33,2009
45392,3211102008,32,11,10,2008
46472,3206142011,32,6,14,2011
44164,3205332007,32,5,33,2007
44191,3205062013,32,5,6,2013
44114,3205011009,32,5,1,1009
45451,3210242003,32,10,24,2003
45559,3208192002,32,8,19,2002
43157,3202102007,32,2,10,2007
45361,3211162005,32,11,16,2005
46151,3278041008,32,78,4,1008
43262,3203032004,32,3,3,2004
41151,3214122007,32,14,12,2007
46473,3206122006,32,6,12,2006
17111,3275011003,32,75,1,1003
45556,3208322009,32,8,32,2009
16840,3201082007,32,1,8,2007
43263,3203152003,32,3,15,2003
44183,3205412008,32,5,41,2008
45474,3210212005,32,10,21,2005
40381,3204292004,32,4,29,2004
41254,3213212007,32,13,21,2007
46158,3206382001,32,6,38,2001
41166,3214072005,32,14,7,2005
40395,3204252010,32,4,25,2010
16964,3201022007,32,1,2,2007
16110,3201382003,32,1,38,2003
46381,3207292003,32,7,29,2003
40377,3204132013,32,4,13,2013
41251,3213072010,32,13,7,2010
16620,3201152002,32,1,15,2002
43285,3203042009,32,3,4,2009
45173,3209122012,32,9,12,2012
46183,3206342005,32,6,34,2005
46151,3278091003,32,78,9,1003
45193,3209042010,32,9,4,2010
43280,3203312001,32,3,31,2001
45392,3211102004,32,11,10,2004
45173,3209122008,32,9,12,2008
44179,3205152010,32,5,15,2010
45282,3212112001,32,12,11,2001
46197,3206222004,32,6,22,2004
41382,3215182003,32,15,18,2003
44169,3205352006,32,5,35,2006
46466,3206292004,32,6,29,2004
45571,3208082006,32,8,8,2006
40615,3204072002,32,4,7,2002
16811,3201032002,32,1,3,2002
16630,3201162001,32,1,16,2001
45463,3210042006,32,10,4,2006
43196,3202392007,32,2,39,2007
17730,3216172006,32,16,17,2006
16661,3201352001,32,1,35,2001
46387,3207152007,32,7,15,2007
45353,3211222014,32,11,22,2014
41262,3213052003,32,13,5,2003
17531,3216202001,32,16,20,2001
45465,3210012009,32,10,1,2009
40560,3217162004,32,17,16,2004
43287,3203092008,32,3,9,2008
43357,3202132003,32,2,13,2003
45152,3209222013,32,9,22,2013
40566,3217132005,32,17,13,2005
41385,3215202013,32,15,20,2013
45417,3210071001,32,10,7,1001
41361,3215272001,32,15,27,2001
41266,3213222008,32,13,22,2008
45451,3210242005,32,10,24,2005
46262,3207062007,32,7,6,2007
41167,3214052004,32,14,5,2004
17533,3216112002,32,16,11,2002
44174,3205282008,32,5,28,2008
43175,3202202003,32,2,20,2003
